SHOW_ID,TITLE,TYPE,GENRE,RELEASE_DATE,RATING,DURATION,COUNTRY,DIRECTOR,CAST,DATE_ADDED,DESCRIPTION
s3570,Bird Box,Movie,Unknown/Comedy,06-10-2003,NIL,5 Seasons,Japan,Multiple Directors,"Actor C, Actor A",,"Love, betrayal, and drama unfold."
s2411,,TV Show,Drama,28-02-2000,NIL,NIL,USA,NIL,"Actor D, Actor A",NIL,Based on true events.
s4112,Bird Box,TV Show,Action,27-10-2000,6.2,80 min,USA,Jane Smith,"Actor F, Actor E, Actor A, Actor C, Actor B",27-02-2003,Based on true events.
s843,The Witcher,TV Show,Action,,NIL,NIL,India,NIL,"Actor D, Actor F, Actor B, Actor C, Actor E",16-01-2011,An unexpected journey.
s2098,Dark,Movie,Thriller,08-08-2011,8.9,NIL,Canada,NIL,"Actor A, Actor B, Actor C, Actor F",17-10-2018,An unexpected journey.
s4132,The Irishman,Movie,Unknown/Comedy,25-03-2019,Not Rated,NIL,Spain,NIL,"Actor A, Actor D, Actor F, Actor B",31-05-2022,
s3048,Breaking Bad,Movie,Documentary,10-01-2014,Not Rated,NIL,South Korea,John Doe,,NIL,
s1740,Bird Box,Movie,Romance,12-03-2004,6,NIL,France,John Doe,"Actor D, Actor C, Actor F, Actor A",11-07-2022,NIL
s862,Dark,TV Show,,,Not Rated,,Spain,NIL,Actor C,01-12-2008,A thrilling story of survival.
,Stranger Things,Movie,Crime,08-09-2012,Not Rated,,UK,Multiple Directors,"Actor A, Actor C, Actor B",,NIL
s1731,Black Mirror,TV Show,Action,24-07-2001,4.2,1 Seasons,,NIL,"Actor D, Actor C, Actor B, Actor F",21-04-2003,NIL
s2898,Narcos,Movie,,10-01-2003,Not Rated,,Spain,NIL,Actor E,01-08-2021,NIL
s3750,,TV Show,Documentary,19-09-2018,7.3,NIL,India,John Doe,"Actor B, Actor C, Actor D",18-01-2009,
s3808,NIL,TV Show,Crime,22-11-2007,NIL,NIL,Japan,NIL,Actor A,03-03-2004,Based on true events.
s4028,,Movie,Crime,19-07-2016,9.4,NIL,Spain,John Doe,,03-02-2015,A thrilling story of survival.
s4290,Enola Holmes,Movie,Comedy,05-07-2008,5.7,107 min,,Multiple Directors,Actor A,16-12-2017,An unexpected journey.
s1858,Peaky Blinders,TV Show,Documentary,22-10-2014,NIL,NIL,Spain,John Doe,"Actor D, Actor A",04-09-2011,"Love, betrayal, and drama unfold."
,The Witcher,TV Show,Action,13-03-2010,NIL,NIL,South Korea,Multiple Directors,"Actor F, Actor A, Actor B",14-06-2011,A thrilling story of survival.
,Lucifer,Movie,Comedy,07-02-2010,NIL,4 Seasons,Germany,Multiple Directors,Actor C,05-04-2006,Based on true events.
s4426,Ozark,TV Show,Crime,30-04-2002,NIL,62 min,UK,Jane Smith,"Actor C, Actor F, Actor D",26-08-2020,An unexpected journey.
s1633,Wednesday,Movie,,,NIL,1 Seasons,Germany,,"Actor E, Actor B, Actor A",04-07-2004,A thrilling story of survival.
s2062,The Night Agent,TV Show,Drama,28-11-2000,NIL,NIL,Germany,John Doe,Actor F,,Based on true events.
s2636,Ozark,TV Show,Drama,17-02-2020,7.9,NIL,Germany,Multiple Directors,"Actor F, Actor D, Actor A",08-05-2018,"Love, betrayal, and drama unfold."
s4268,Red Notice,TV Show,Romance,07-05-2023,8.5,100 min,Spain,Multiple Directors,,22-07-2022,"Love, betrayal, and drama unfold."
s4927,Squid Game,,Action,24-07-2008,,NIL,Spain,John Doe,,30-12-2008,A thrilling story of survival.
s3219,The Crown,TV Show,Comedy,03-09-2013,Not Rated,NIL,India,NIL,"Actor E, Actor D, Actor C, Actor A",21-11-2011,"Love, betrayal, and drama unfold."
s423,Breaking Bad,Movie,Comedy,11-04-2024,Not Rated,6 Seasons,UK,Multiple Directors,,12-12-2021,An unexpected journey.
s2052,Dark,Movie,Documentary,16-12-2020,6.8,60 min,Spain,NIL,"Actor F, Actor D, Actor A, Actor E, Actor B",,Based on true events.
s4286,Extraction,TV Show,Comedy,03-04-2021,Not Rated,NIL,South Korea,Jane Smith,Actor B,,NIL
s3138,Money Heist,Movie,Horror,27-02-2008,Not Rated,2 Seasons,Japan,NIL,"Actor F, Actor A, Actor B, Actor C",,"Love, betrayal, and drama unfold."
s2801,Peaky Blinders,TV Show,Romance,03-08-2019,8.2,,Germany,Jane Smith,"Actor B, Actor E",NIL,
s3659,NIL,Movie,Horror,25-10-2012,,5 Seasons,France,Jane Smith,"Actor E, Actor B",07-05-2007,NIL
s2136,,TV Show,Horror,16-02-2019,Not Rated,NIL,Spain,Jane Smith,"Actor F, Actor E, Actor D, Actor A, Actor B",,NIL
s2814,The Irishman,TV Show,Romance,24-01-2005,8.9,NIL,France,NIL,Actor D,NIL,
s627,NIL,TV Show,Sci-Fi,08-07-2015,NIL,NIL,India,Multiple Directors,"Actor F, Actor B, Actor E, Actor A, Actor C",NIL,An unexpected journey.
s927,Lucifer,,Drama,20-05-2018,8.6,156 min,Japan,John Doe,"Actor E, Actor F, Actor B, Actor D",NIL,An unexpected journey.
s1191,Extraction,Movie,Thriller,07-06-2004,Not Rated,NIL,Canada,NIL,"Actor E, Actor D, Actor A",05-07-2011,Based on true events.
s538,Dark,TV Show,Horror,04-11-2022,7.4,NIL,Germany,NIL,"Actor F, Actor A",NIL,NIL
s2867,Dark,,Romance,23-07-2013,NIL,118 min,France,NIL,"Actor A, Actor C, Actor E",02-06-2010,Based on true events.
s3271,The Crown,Movie,,03-05-2012,7.1,NIL,Canada,NIL,"Actor E, Actor B, Actor C, Actor D",24-08-2019,A thrilling story of survival.
s3262,Lucifer,TV Show,Crime,11-01-2004,,NIL,Spain,NIL,,05-12-2023,NIL
s229,Lucifer,TV Show,Romance,23-10-2007,Not Rated,NIL,,NIL,Actor F,19-02-2012,Based on true events.
s1945,The Witcher,,Unknown/Drama,,NIL,178 min,Spain,NIL,Actor B,NIL,"Love, betrayal, and drama unfold."
s1012,Squid Game,TV Show,Action,13-05-2003,,6 Seasons,USA,John Doe,"Actor E, Actor F, Actor A, Actor B, Actor D",02-06-2009,Based on true events.
s1680,Extraction,TV Show,,,Not Rated,4 Seasons,Canada,NIL,"Actor E, Actor A",26-08-2012,An unexpected journey.
s3094,Extraction,Movie,Drama,21-11-2011,,166 min,Spain,NIL,"Actor D, Actor E, Actor A",03-02-2001,A thrilling story of survival.
,Narcos,Movie,Crime,05-07-2003,4.3,111 min,,NIL,"Actor D, Actor E, Actor F, Actor A",03-11-2005,A thrilling story of survival.
s4902,,Movie,Action,11-01-2012,NIL,NIL,Germany,NIL,"Actor E, Actor C, Actor A, Actor B",,"Love, betrayal, and drama unfold."
s2919,Peaky Blinders,TV Show,Thriller,09-10-2024,,5 Seasons,,Jane Smith,"Actor C, Actor A, Actor F",01-11-2012,Based on true events.
s1984,Dark,Movie,Documentary,25-11-2013,,NIL,,,"Actor E, Actor C, Actor D, Actor A",28-08-2006,NIL
s2026,,TV Show,Documentary,20-01-2005,NIL,NIL,,NIL,"Actor C, Actor B, Actor D, Actor E, Actor F",18-03-2013,Based on true events.
s2698,The Night Agent,Movie,Documentary,07-02-2021,Not Rated,107 min,France,NIL,"Actor D, Actor B, Actor E, Actor F",31-03-2019,A thrilling story of survival.
,Money Heist,TV Show,Sci-Fi,,Not Rated,139 min,India,Multiple Directors,Actor A,29-09-2001,A thrilling story of survival.
s4837,,TV Show,Drama,13-05-2013,NIL,NIL,India,,"Actor E, Actor B",NIL,"Love, betrayal, and drama unfold."
s129,Stranger Things,TV Show,Documentary,16-10-2024,Not Rated,NIL,Japan,NIL,"Actor D, Actor F, Actor C, Actor A, Actor B",NIL,"Love, betrayal, and drama unfold."
s3749,The Witcher,Movie,Crime,02-02-2021,9.3,NIL,India,Jane Smith,"Actor F, Actor C, Actor E, Actor D, Actor A",24-03-2013,NIL
s288,Narcos,Movie,Romance,,8.9,NIL,UK,Multiple Directors,Actor A,25-04-2013,
s2494,Narcos,Movie,Horror,08-04-2012,Not Rated,NIL,Japan,Multiple Directors,"Actor E, Actor D",,NIL
s1305,The Night Agent,Movie,Romance,,7.4,8 Seasons,Germany,Multiple Directors,Actor B,,Based on true events.
s304,Extraction,Movie,Thriller,09-03-2021,Not Rated,NIL,India,Jane Smith,"Actor C, Actor F, Actor E",12-11-2022,NIL
s1774,NIL,Movie,Unknown/Drama,06-08-2016,,1 Seasons,Germany,,"Actor F, Actor C, Actor A, Actor E, Actor B",NIL,Based on true events.
s3125,Black Mirror,Movie,Unknown/Documentary,18-07-2000,NIL,91 min,USA,NIL,"Actor B, Actor A, Actor D, Actor E, Actor C",,NIL
s2591,Red Notice,TV Show,Horror,09-02-2014,Not Rated,NIL,,John Doe,"Actor A, Actor F, Actor B, Actor D, Actor E",01-04-2017,An unexpected journey.
,Red Notice,Movie,Horror,07-12-2014,Not Rated,NIL,USA,Multiple Directors,"Actor D, Actor E, Actor C, Actor A, Actor F",,Based on true events.
s3909,Red Notice,Movie,,15-08-2001,5.6,1 Seasons,,John Doe,"Actor E, Actor D",,NIL
s4196,Lucifer,TV Show,Sci-Fi,,7.6,5 Seasons,UK,Jane Smith,"Actor A, Actor F, Actor D, Actor E, Actor C",09-04-2005,NIL
s2891,The Witcher,Movie,Comedy,16-05-2012,Not Rated,138 min,Spain,NIL,"Actor A, Actor D, Actor B, Actor F",NIL,"Love, betrayal, and drama unfold."
s1738,NIL,,Horror,07-01-2024,NIL,174 min,Japan,John Doe,,13-03-2016,NIL
s1067,Money Heist,Movie,Thriller,08-03-2012,Not Rated,,South Korea,Jane Smith,Actor A,24-10-2009,A thrilling story of survival.
,Peaky Blinders,,Action,07-01-2020,NIL,NIL,India,Jane Smith,"Actor C, Actor B, Actor F, Actor E",16-02-2009,Based on true events.
s610,You,Movie,Thriller,29-01-2006,9.3,NIL,South Korea,Jane Smith,"Actor A, Actor B",25-11-2024,NIL
s4130,The Witcher,Movie,Comedy,12-09-2003,Not Rated,,India,Jane Smith,"Actor C, Actor B",27-08-2012,NIL
s1342,Red Notice,Movie,,23-11-2015,NIL,NIL,USA,John Doe,"Actor C, Actor A, Actor D, Actor E, Actor B",29-07-2017,Based on true events.
s75,,Movie,Drama,13-09-2024,7.3,8 Seasons,India,NIL,"Actor E, Actor C, Actor B, Actor A",22-07-2017,
s391,Ozark,TV Show,Romance,14-10-2003,Not Rated,NIL,,,"Actor A, Actor E, Actor B",NIL,NIL
s4372,The Witcher,Movie,Romance,04-07-2002,4.4,,France,,"Actor B, Actor D, Actor A",31-01-2007,
,Enola Holmes,Movie,Unknown/Crime,12-10-2016,Not Rated,NIL,France,NIL,"Actor F, Actor C, Actor A, Actor B",06-07-2006,A thrilling story of survival.
s4127,The Witcher,Movie,,26-08-2011,5.7,NIL,USA,John Doe,"Actor C, Actor B, Actor A, Actor F, Actor D",25-06-2012,"Love, betrayal, and drama unfold."
s4714,The Witcher,TV Show,Romance,06-11-2013,NIL,NIL,UK,John Doe,"Actor B, Actor A, Actor E, Actor D",22-08-2009,NIL
s4696,Money Heist,Movie,Unknown/Sci-Fi,08-02-2016,,6 Seasons,Canada,NIL,Actor B,19-07-2022,A thrilling story of survival.
s1095,Bird Box,TV Show,Romance,06-11-2023,9,129 min,South Korea,NIL,"Actor E, Actor C, Actor B, Actor A",,NIL
s3579,NIL,TV Show,Horror,04-10-2005,Not Rated,121 min,Germany,NIL,"Actor E, Actor C, Actor F, Actor B",09-11-2006,NIL
,Stranger Things,TV Show,Crime,31-12-2015,7.4,86 min,France,,,,Based on true events.
s2125,Money Heist,Movie,Thriller,13-05-2014,NIL,106 min,South Korea,Multiple Directors,"Actor B, Actor A, Actor C, Actor D, Actor E",NIL,"Love, betrayal, and drama unfold."
s4093,Extraction,Movie,Unknown/Sci-Fi,,5.9,,,NIL,"Actor E, Actor D, Actor B, Actor A",05-12-2009,A thrilling story of survival.
s4332,,Movie,Horror,27-09-2018,Not Rated,,Japan,NIL,"Actor E, Actor A, Actor F",23-05-2008,NIL
s1454,Stranger Things,TV Show,Romance,14-06-2019,NIL,NIL,India,Multiple Directors,"Actor C, Actor D, Actor B, Actor A",23-08-2024,NIL
s2939,Breaking Bad,Movie,Thriller,22-05-2017,Not Rated,7 Seasons,India,NIL,"Actor B, Actor F, Actor A, Actor C, Actor E",07-11-2005,
s397,,Movie,Comedy,02-11-2017,Not Rated,161 min,Spain,,Actor A,15-06-2007,NIL
s3542,Enola Holmes,TV Show,,19-04-2015,NIL,,France,Multiple Directors,"Actor D, Actor E, Actor F, Actor B, Actor A",04-08-2011,An unexpected journey.
s2110,Wednesday,Movie,Crime,30-06-2021,NIL,127 min,Japan,NIL,"Actor C, Actor A, Actor E, Actor D",NIL,Based on true events.
s3514,Bird Box,Movie,Crime,,Not Rated,95 min,UK,NIL,"Actor C, Actor E, Actor B, Actor D",30-09-2002,Based on true events.
s3396,Black Mirror,TV Show,Comedy,20-03-2019,9.1,,France,Jane Smith,Actor A,20-12-2014,NIL
s641,,Movie,Drama,22-12-2020,,6 Seasons,Canada,NIL,"Actor D, Actor B, Actor C",29-09-2024,
s1936,The Witcher,TV Show,Thriller,22-10-2003,,7 Seasons,France,NIL,"Actor C, Actor F, Actor D",17-10-2010,"Love, betrayal, and drama unfold."
s4503,Extraction,Movie,Documentary,,NIL,NIL,South Korea,Jane Smith,"Actor E, Actor B, Actor D, Actor A",29-11-2012,NIL
s2630,Peaky Blinders,Movie,Comedy,11-09-2012,NIL,NIL,Spain,John Doe,"Actor C, Actor E, Actor D",,NIL
s4219,Breaking Bad,TV Show,Drama,09-12-2011,Not Rated,NIL,USA,,"Actor D, Actor B",29-12-2010,Based on true events.
s200,The Irishman,TV Show,Thriller,25-10-2014,7.1,NIL,India,,"Actor E, Actor B, Actor A",01-03-2013,An unexpected journey.
s4747,The Crown,Movie,Crime,06-07-2008,Not Rated,,Spain,NIL,Actor F,15-11-2002,"Love, betrayal, and drama unfold."
s2356,Lucifer,Movie,Drama,,NIL,6 Seasons,UK,John Doe,Actor D,27-04-2000,"Love, betrayal, and drama unfold."
s2084,Peaky Blinders,Movie,Sci-Fi,15-11-2023,Not Rated,NIL,Canada,NIL,"Actor C, Actor E, Actor F",14-04-2007,"Love, betrayal, and drama unfold."
s562,The Witcher,TV Show,Horror,03-10-2024,Not Rated,NIL,Spain,John Doe,"Actor F, Actor C, Actor E",08-12-2008,"Love, betrayal, and drama unfold."
,Bird Box,TV Show,Action,10-07-2011,NIL,NIL,India,Multiple Directors,"Actor F, Actor C, Actor B",02-11-2021,A thrilling story of survival.
,Enola Holmes,Movie,Sci-Fi,25-10-2020,,NIL,Canada,NIL,"Actor F, Actor B, Actor E, Actor D, Actor C",06-01-2012,NIL
s149,The Irishman,TV Show,Sci-Fi,04-10-2003,NIL,1 Seasons,Japan,Jane Smith,"Actor E, Actor A, Actor F",27-01-2024,NIL
,Bird Box,Movie,Documentary,24-01-2019,Not Rated,NIL,India,NIL,"Actor F, Actor D",03-06-2003,NIL
s1833,Enola Holmes,,Crime,28-02-2022,Not Rated,NIL,USA,,"Actor F, Actor A, Actor B, Actor C, Actor E",10-08-2000,"Love, betrayal, and drama unfold."
s2873,Stranger Things,TV Show,,01-12-2018,Not Rated,145 min,UK,NIL,"Actor F, Actor D, Actor B, Actor A, Actor E",17-01-2023,A thrilling story of survival.
s4301,The Irishman,Movie,Horror,12-07-2023,Not Rated,,USA,Jane Smith,"Actor A, Actor B, Actor C, Actor D, Actor F",NIL,An unexpected journey.
,,TV Show,Crime,23-04-2010,9.3,,Canada,NIL,,,"Love, betrayal, and drama unfold."
,Wednesday,Movie,Sci-Fi,05-08-2024,Not Rated,5 Seasons,Spain,,,15-10-2007,A thrilling story of survival.
,Narcos,TV Show,Comedy,27-03-2023,Not Rated,4 Seasons,USA,NIL,"Actor A, Actor D, Actor F, Actor C",15-05-2017,"Love, betrayal, and drama unfold."
s4099,,Movie,Comedy,03-08-2022,Not Rated,NIL,Canada,John Doe,,20-07-2017,"Love, betrayal, and drama unfold."
s4088,Stranger Things,TV Show,Sci-Fi,,Not Rated,8 Seasons,Germany,NIL,"Actor C, Actor D, Actor E, Actor F",26-09-2001,A thrilling story of survival.
s8,Red Notice,TV Show,Sci-Fi,06-03-2007,NIL,NIL,USA,,"Actor E, Actor D, Actor F, Actor B, Actor C",21-05-2018,"Love, betrayal, and drama unfold."
,You,TV Show,Sci-Fi,06-03-2020,5.4,168 min,Canada,John Doe,,,Based on true events.
s2739,Red Notice,TV Show,Thriller,12-02-2006,Not Rated,,Spain,NIL,"Actor E, Actor C, Actor B, Actor D, Actor F",02-12-2016,
s1290,Bird Box,TV Show,Action,15-09-2007,NIL,NIL,Spain,NIL,,NIL,NIL
s3784,Stranger Things,Movie,Romance,01-09-2022,NIL,129 min,UK,John Doe,"Actor A, Actor D, Actor B, Actor C, Actor E",NIL,An unexpected journey.
s701,The Witcher,Movie,Thriller,,NIL,125 min,UK,John Doe,"Actor C, Actor F, Actor B",24-07-2008,"Love, betrayal, and drama unfold."
s128,Enola Holmes,TV Show,Action,,NIL,NIL,Germany,Multiple Directors,,05-07-2011,An unexpected journey.
s663,Money Heist,TV Show,Documentary,29-11-2002,5.4,NIL,France,NIL,"Actor A, Actor E, Actor C, Actor B, Actor D",04-04-2018,"Love, betrayal, and drama unfold."
s2250,Black Mirror,TV Show,Unknown/Horror,18-07-2006,5.4,5 Seasons,India,Jane Smith,"Actor D, Actor A, Actor E, Actor C",,NIL
s4326,The Crown,TV Show,Unknown/Drama,11-01-2004,NIL,NIL,UK,Jane Smith,"Actor B, Actor C, Actor D, Actor F, Actor A",13-03-2000,
s1736,Ozark,TV Show,Documentary,,4.8,151 min,India,Jane Smith,"Actor A, Actor F, Actor E, Actor C, Actor B",28-05-2009,An unexpected journey.
s2876,Black Mirror,,Thriller,10-04-2013,NIL,78 min,Germany,NIL,"Actor B, Actor A, Actor C, Actor D",NIL,NIL
s835,,Movie,Drama,27-05-2013,5.7,NIL,,NIL,"Actor F, Actor D, Actor C",26-02-2012,Based on true events.
s3528,Extraction,TV Show,Unknown/Sci-Fi,15-03-2018,Not Rated,NIL,South Korea,NIL,,04-02-2003,"Love, betrayal, and drama unfold."
s1957,Narcos,TV Show,Horror,24-09-2009,Not Rated,NIL,Spain,,"Actor F, Actor C, Actor B",20-01-2000,"Love, betrayal, and drama unfold."
,The Irishman,Movie,Sci-Fi,21-07-2009,NIL,NIL,Japan,,Actor C,NIL,Based on true events.
s4808,Ozark,Movie,Crime,21-10-2016,NIL,6 Seasons,India,NIL,Actor C,09-03-2014,"Love, betrayal, and drama unfold."
s4506,Enola Holmes,,Crime,29-08-2001,8.4,NIL,Spain,Jane Smith,"Actor B, Actor A, Actor F, Actor C",08-02-2000,Based on true events.
s2738,Bird Box,Movie,Drama,18-11-2021,Not Rated,81 min,Germany,John Doe,Actor B,21-02-2023,"Love, betrayal, and drama unfold."
s3208,You,TV Show,Action,18-02-2015,7.8,173 min,USA,NIL,,NIL,
s3397,Wednesday,TV Show,Action,03-05-2001,Not Rated,NIL,Germany,Multiple Directors,"Actor B, Actor C, Actor A, Actor D, Actor E",23-07-2002,NIL
s4812,Black Mirror,,Documentary,16-05-2007,NIL,NIL,UK,Multiple Directors,"Actor E, Actor B, Actor A, Actor F",04-02-2022,NIL
s3049,Bird Box,TV Show,Unknown/Horror,17-05-2019,Not Rated,81 min,India,NIL,Actor E,17-01-2002,NIL
s3946,Wednesday,TV Show,Action,18-12-2015,Not Rated,8 Seasons,USA,Jane Smith,"Actor C, Actor A, Actor E, Actor F",25-07-2010,"Love, betrayal, and drama unfold."
s418,Money Heist,Movie,Drama,,Not Rated,NIL,Germany,,"Actor B, Actor C, Actor F, Actor A",08-05-2018,An unexpected journey.
,,,,23-06-2014,Not Rated,5 Seasons,India,John Doe,"Actor B, Actor A, Actor F, Actor E, Actor D",NIL,NIL
s4720,Wednesday,TV Show,Documentary,09-10-2009,Not Rated,4 Seasons,France,John Doe,"Actor E, Actor F, Actor C, Actor D, Actor B",12-09-2004,
s2790,The Irishman,Movie,,06-05-2001,6.6,NIL,India,Multiple Directors,"Actor E, Actor B, Actor D",,An unexpected journey.
s1619,Squid Game,Movie,,28-06-2005,Not Rated,NIL,Japan,NIL,"Actor A, Actor C, Actor F, Actor B",22-09-2017,An unexpected journey.
s3567,,TV Show,Romance,09-04-2001,NIL,NIL,Canada,,"Actor A, Actor C, Actor F",,NIL
s661,The Irishman,,Romance,16-05-2013,NIL,,Spain,Jane Smith,"Actor E, Actor B",NIL,"Love, betrayal, and drama unfold."
s1119,Wednesday,,Thriller,25-12-2020,Not Rated,6 Seasons,USA,,"Actor E, Actor F, Actor D",17-01-2011,NIL
s3244,Black Mirror,TV Show,Romance,08-07-2024,NIL,NIL,USA,Jane Smith,"Actor E, Actor A, Actor C, Actor D, Actor F",07-04-2017,Based on true events.
s3904,Enola Holmes,Movie,Romance,11-09-2000,NIL,NIL,India,,Actor E,01-06-2017,Based on true events.
s4609,NIL,TV Show,Romance,18-01-2004,4.3,5 Seasons,Germany,NIL,"Actor A, Actor F, Actor B, Actor E",07-02-2007,Based on true events.
s1158,The Night Agent,Movie,Drama,01-05-2015,5.7,NIL,Japan,John Doe,"Actor B, Actor E",07-03-2001,NIL
s2952,,Movie,Documentary,03-07-2012,Not Rated,7 Seasons,India,Jane Smith,"Actor F, Actor D, Actor C, Actor E, Actor B",06-03-2013,NIL
s4826,You,TV Show,Romance,17-12-2001,NIL,NIL,France,Multiple Directors,"Actor C, Actor D",07-12-2014,
s392,Dark,,Drama,,Not Rated,4 Seasons,South Korea,Multiple Directors,"Actor D, Actor F, Actor E, Actor C, Actor A",16-01-2001,NIL
s629,Wednesday,TV Show,Romance,11-01-2018,NIL,,South Korea,NIL,"Actor A, Actor C, Actor E, Actor D",25-12-2004,Based on true events.
s2944,Stranger Things,Movie,Sci-Fi,,Not Rated,NIL,Canada,Multiple Directors,Actor E,30-04-2002,A thrilling story of survival.
s1879,Enola Holmes,TV Show,Comedy,02-10-2024,,NIL,Germany,NIL,"Actor D, Actor A",18-10-2005,An unexpected journey.
s691,The Irishman,Movie,Crime,,6.4,NIL,France,NIL,"Actor B, Actor E, Actor A",29-11-2008,
s3933,Red Notice,Movie,Crime,06-09-2006,4.9,NIL,France,Jane Smith,Actor A,19-09-2010,NIL
,Money Heist,Movie,Unknown/Comedy,,NIL,NIL,India,John Doe,Actor F,23-06-2012,NIL
s2771,Black Mirror,Movie,Sci-Fi,23-12-2005,7,164 min,India,NIL,Actor F,NIL,Based on true events.
s2998,Dark,TV Show,Comedy,23-03-2011,NIL,159 min,France,,"Actor C, Actor E",05-04-2022,
s1251,The Crown,Movie,Drama,22-03-2014,,NIL,India,NIL,Actor D,30-05-2023,Based on true events.
s4214,Money Heist,TV Show,Horror,02-03-2006,7.7,6 Seasons,Germany,,"Actor D, Actor C",05-10-2016,NIL
s4296,,TV Show,Crime,,6.2,8 Seasons,South Korea,,"Actor D, Actor F, Actor E",28-04-2012,
s1220,Lucifer,Movie,Romance,24-10-2007,Not Rated,NIL,Germany,Multiple Directors,"Actor E, Actor D, Actor B, Actor C, Actor A",04-07-2006,"Love, betrayal, and drama unfold."
s222,The Witcher,Movie,Romance,,,155 min,India,NIL,"Actor C, Actor F, Actor E, Actor B",NIL,"Love, betrayal, and drama unfold."
,Enola Holmes,TV Show,Horror,,Not Rated,69 min,UK,Jane Smith,Actor E,10-11-2013,A thrilling story of survival.
s919,Breaking Bad,TV Show,Sci-Fi,,Not Rated,NIL,,Jane Smith,"Actor F, Actor E, Actor B",25-11-2014,A thrilling story of survival.
s4561,The Night Agent,Movie,Thriller,03-09-2021,,NIL,Japan,,"Actor C, Actor E",02-12-2019,
s403,Narcos,,Sci-Fi,19-05-2023,5,6 Seasons,,Multiple Directors,"Actor A, Actor E, Actor B",,An unexpected journey.
s4083,The Crown,,Comedy,17-06-2017,NIL,102 min,,John Doe,"Actor E, Actor D",,Based on true events.
s2035,NIL,Movie,Action,,Not Rated,85 min,,Multiple Directors,"Actor B, Actor F, Actor D, Actor A",13-07-2018,NIL
s4001,Ozark,TV Show,,,NIL,NIL,Canada,NIL,Actor C,NIL,NIL
s3620,Stranger Things,TV Show,Romance,15-02-2002,9,5 Seasons,Spain,,"Actor A, Actor C, Actor B",18-07-2011,A thrilling story of survival.
s2836,Ozark,TV Show,Romance,09-12-2021,Not Rated,2 Seasons,France,NIL,,,NIL
s4831,,Movie,Documentary,20-11-2018,NIL,,South Korea,NIL,"Actor E, Actor B, Actor A, Actor D",18-09-2024,NIL
s2915,The Irishman,Movie,Action,30-03-2016,4.6,NIL,Spain,NIL,"Actor C, Actor D, Actor B",01-04-2022,Based on true events.
s2203,Squid Game,TV Show,Crime,,,NIL,Canada,NIL,Actor D,22-01-2007,
s1470,Bird Box,Movie,Sci-Fi,,Not Rated,159 min,France,Jane Smith,"Actor C, Actor F, Actor A, Actor B",23-07-2016,A thrilling story of survival.
s1324,Peaky Blinders,Movie,Action,17-03-2015,NIL,100 min,Spain,John Doe,"Actor C, Actor F, Actor D, Actor E",19-04-2016,NIL
s713,The Crown,TV Show,Documentary,13-04-2016,Not Rated,,,Multiple Directors,,20-10-2020,NIL
s4730,Wednesday,TV Show,Unknown/Action,14-10-2010,8.2,NIL,,John Doe,"Actor D, Actor C, Actor F",24-03-2007,NIL
s2322,The Irishman,TV Show,Documentary,04-11-2000,5.9,NIL,Germany,Multiple Directors,"Actor D, Actor B, Actor F, Actor A",05-04-2000,Based on true events.
s4205,Breaking Bad,TV Show,Crime,15-06-2012,8.4,NIL,India,,"Actor F, Actor D",06-02-2002,An unexpected journey.
,Money Heist,Movie,Documentary,25-02-2007,Not Rated,,,Multiple Directors,"Actor E, Actor F, Actor D, Actor A",15-06-2018,An unexpected journey.
s1829,Breaking Bad,TV Show,Sci-Fi,30-06-2008,NIL,NIL,USA,NIL,"Actor F, Actor A",NIL,Based on true events.
s4772,Lucifer,TV Show,Romance,13-11-2015,Not Rated,7 Seasons,,NIL,Actor A,NIL,NIL
s2441,Enola Holmes,TV Show,Thriller,,5.3,8 Seasons,France,NIL,"Actor B, Actor A, Actor C, Actor E",04-12-2004,NIL
,You,Movie,Crime,13-03-2002,NIL,122 min,Germany,Multiple Directors,"Actor F, Actor A, Actor C",30-11-2005,NIL
s3473,Red Notice,TV Show,Unknown/Sci-Fi,22-10-2019,NIL,5 Seasons,Japan,Multiple Directors,"Actor C, Actor A, Actor B, Actor D",14-04-2019,
s877,,TV Show,Documentary,11-08-2005,NIL,4 Seasons,Spain,Jane Smith,Actor C,,NIL
,Extraction,Movie,,31-10-2008,NIL,NIL,,John Doe,"Actor A, Actor E, Actor C, Actor D",08-06-2022,Based on true events.
s3266,Bird Box,TV Show,Thriller,07-04-2013,6.5,NIL,India,Multiple Directors,"Actor B, Actor C, Actor A, Actor E",01-04-2003,NIL
,,,,10-03-2009,,79 min,USA,,"Actor C, Actor A, Actor B, Actor F",28-12-2000,A thrilling story of survival.
s671,Stranger Things,Movie,Unknown/Romance,10-12-2017,Not Rated,3 Seasons,Canada,NIL,"Actor B, Actor F, Actor E, Actor D, Actor A",16-06-2015,An unexpected journey.
s4652,Lucifer,Movie,Crime,08-04-2000,Not Rated,87 min,India,NIL,"Actor A, Actor F",,NIL
s2187,The Irishman,TV Show,Drama,28-10-2024,Not Rated,NIL,France,Multiple Directors,Actor A,NIL,
s3054,Bird Box,TV Show,Drama,04-05-2010,NIL,NIL,,NIL,"Actor B, Actor D, Actor C, Actor E, Actor A",23-01-2023,A thrilling story of survival.
s3229,Narcos,Movie,Sci-Fi,,Not Rated,NIL,UK,NIL,"Actor A, Actor D",24-07-2024,Based on true events.
